subject;variables.currentgroupnumber;blockcode;blocknum;trialcode;trialnum;response;correct;latency;stimulusnumber1;stimulusitem1;stimulusnumber2;stimulusitem2;stimulusnumber3;stimulusitem3;sdlatency;percentcorrect;meanlatency
38;2;ipanat3;7;ipanat3;7;3;0;13667;7;Furcht;0;0;0;0;4244,97567439326;0;6161,14285714286
38;2;ipanat3;7;ipanat3;8;6;0;2498;8;Bedauern;0;0;0;0;4137,98086545324;0;5703,25
38;2;ipanat3;7;ipanat3;9;2;0;1800;9;Begeisterung;0;0;0;0;4083,54536864448;0;5269,55555555556
38;2;ipanat3;7;ipanat3;10;2;0;1449;10;Wut;0;0;0;0;4035,11974901475;0;4887,5
38;2;ipanat3;7;ipanat3;11;2;0;1004;11;Schrecken;0;0;0;0;4003,12681197177;0;4534,45454545455
38;2;ipanat3;7;ipanat3;12;6;0;2653;12;Schuldgefühl;0;0;0;0;3855,28120265113;0;4377,66666666667
38;2;ipanat4;8;ipanat4;1;2;0;12350;1;Freude;0;0;0;0;0;0;12350
38;2;ipanat4;8;ipanat4;2;2;0;5546;2;Ärger;0;0;0;0;4811,15453919327;0;8948
38;2;ipanat4;8;ipanat4;3;5;0;5123;3;Angst;0;0;0;0;4055,9190080671;0;7673
38;2;ipanat4;8;ipanat4;4;5;0;2222;4;Scham;0;0;0;0;4288,97846229146;0;6310,25
38;2;ipanat4;8;ipanat4;5;2;0;2013;5;Gute Laune;0;0;0;0;4182,07767742303;0;5450,8
38;2;ipanat4;8;ipanat4;6;1;0;4895;6;Gereiztheit;0;0;0;0;3747,43973489457;0;5358,16666666667
38;2;ipanat4;8;ipanat4;7;3;0;13742;7;Furcht;0;0;0;0;4663,04526493762;0;6555,85714285714
38;2;ipanat4;8;ipanat4;8;6;0;2135;8;Bedauern;0;0;0;0;4591,37277168511;0;6003,25
38;2;ipanat4;8;ipanat4;9;2;0;1815;9;Begeisterung;0;0;0;0;4516,04524015328;0;5537,88888888889
38;2;ipanat4;8;ipanat4;10;1;0;2287;10;Wut;0;0;0;0;4380,11627953211;0;5212,8
38;2;ipanat4;8;ipanat4;11;1;0;937;11;Schrecken;0;0;0;0;4350,73776397855;0;4824,09090909091
38;2;ipanat4;8;ipanat4;12;6;0;3731;12;Schuldgefühl;0;0;0;0;4160,24986137743;0;4733
38;2;ipanat5;9;ipanat5;1;3;0;14752;1;Freude;0;0;0;0;0;0;14752
38;2;ipanat5;9;ipanat5;2;6;0;2895;2;Ärger;0;0;0;0;8384,16510452889;0;8823,5
38;2;ipanat5;9;ipanat5;3;3;0;4762;3;Angst;0;0;0;0;6375,39852349117;0;7469,66666666667
38;2;ipanat5;9;ipanat5;4;2;0;4910;4;Scham;0;0;0;0;5360,51405339699;0;6829,75
38;2;ipanat5;9;ipanat5;5;2;0;2093;5;Gute Laune;0;0;0;0;5102,81229323596;0;5882,4
38;2;ipanat5;9;ipanat5;6;6;0;3582;6;Gereiztheit;0;0;0;0;4659,71329590137;0;5499
38;2;ipanat5;9;ipanat5;7;2;0;2578;7;Furcht;0;0;0;0;4394,655644996;0;5081,71428571429
38;2;ipanat5;9;ipanat5;8;5;0;2248;8;Bedauern;0;0;0;0;4190,19576767346;0;4727,5
38;2;ipanat5;9;ipanat5;9;1;0;2070;9;Begeisterung;0;0;0;0;4018,42303577466;0;4432,22222222222
38;2;ipanat5;9;ipanat5;10;1;0;1919;10;Wut;0;0;0;0;3871,06713538614;0;4180,9
38;2;ipanat5;9;ipanat5;11;3;0;3212;11;Schrecken;0;0;0;0;3684,01780175346;0;4092,81818181818
38;2;ipanat5;9;ipanat5;12;5;0;2497;12;Schuldgefühl;0;0;0;0;3542,65293076796;0;3959,83333333333
38;2;ipanat6;10;ipanat6;1;2;0;15373;1;Freude;0;0;0;0;0;0;15373
38;2;ipanat6;10;ipanat6;2;2;0;2589;2;Ärger;0;0;0;0;9039,65309068882;0;8981
38;2;ipanat6;10;ipanat6;3;2;0;1880;3;Angst;0;0;0;0;7593,79555953411;0;6614
38;2;ipanat6;10;ipanat6;4;3;0;7867;4;Scham;0;0;0;0;6231,8795653211;0;6927,25
38;2;ipanat6;10;ipanat6;5;2;0;1452;5;Gute Laune;0;0;0;0;5926,45886681077;0;5832,2
38;2;ipanat6;10;ipanat6;6;2;0;2590;6;Gereiztheit;0;0;0;0;5463,54359062565;0;5291,83333333333
38;2;ipanat6;10;ipanat6;7;4;0;5907;7;Furcht;0;0;0;0;4992,92685420371;0;5379,71428571429
38;2;ipanat6;10;ipanat6;8;6;0;2318;8;Bedauern;0;0;0;0;4747,60456892285;0;4997
38;2;ipanat6;10;ipanat6;9;2;0;3201;9;Begeisterung;0;0;0;0;4481,1474287037;0;4797,44444444444
38;2;ipanat6;10;ipanat6;10;1;0;3500;10;Wut;0;0;0;0;4244,74163721029;0;4667,7
38;2;ipanat6;10;ipanat6;11;1;0;2413;11;Schrecken;0;0;0;0;4083,89525063778;0;4462,72727272727
38;2;ipanat6;10;ipanat6;12;6;0;3947;12;Schuldgefühl;0;0;0;0;3896,68640408979;0;4419,75
38;2;gefühlsfb;11;gefühlsfb;1;4;0;6257;1;...freudig;0;0;0;0;0;0;6257
38;2;gefühlsfb;11;gefühlsfb;2;2;0;4357;2;...verärgert;0;0;0;0;1343,50288425444;0;5307
38;2;gefühlsfb;11;gefühlsfb;3;2;0;6103;3;...verängstigt;0;0;0;0;1055,32238360291;0;5572,33333333333
38;2;gefühlsfb;11;gefühlsfb;4;2;0;10279;4;...beschämt;0;0;0;0;2506,1221039686;0;6749
38;2;gefühlsfb;11;gefühlsfb;5;4;0;3757;5;...gut gelaunt;0;0;0;0;2549,68601988559;0;6150,6
38;2;gefühlsfb;11;gefühlsfb;6;3;0;3124;6;...gereizt;0;0;0;0;2593,73031880083;0;5646,16666666667
38;2;gefühlsfb;11;gefühlsfb;7;1;0;2886;7;...furchtsam;0;0;0;0;2587,38429232893;0;5251,85714285714
38;2;gefühlsfb;11;gefühlsfb;8;3;0;10589;8;...voller Bedauern;0;0;0;0;3049,3981139141;0;5919
38;2;gefühlsfb;11;gefühlsfb;9;2;0;3465;9;...begeistert;0;0;0;0;2967,4229981585;0;5646,33333333333
38;2;gefühlsfb;11;gefühlsfb;10;2;0;8442;10;...wütend;0;0;0;0;2934,07132572547;0;5925,9
38;2;gefühlsfb;11;gefühlsfb;11;2;0;2185;11;...erschreckt;0;0;0;0;3003,34965723879;0;5585,81818181818
38;2;gefühlsfb;11;gefühlsfb;12;3;0;1835;12;...schuldig;0;0;0;0;3061,45156079447;0;5273,25
38;2;frabo;12;frabo;1;5;0;4438;1;Das Verhältnis von Deutschen und Juden ist nach wie vor von der Vergangenheit geprägt.;0;0;0;0;0;0;4438
38;2;frabo;12;frabo;2;2;0;14755;2;Reparationsforderungen an Deutschland nützen oft gar nicht mehr den Opfern, sondern einer Holocaust-Industrie von findigen Anwälten.;0;0;0;0;7295,22066150161;0;9596,5
38;2;frabo;12;frabo;3;7;0;3388;3;Ich bedauere die Dinge, die die Deutschen den Juden in der Vergangenheit angetan haben.;0;0;0;0;6281,60910913756;0;7527
38;2;frabo;12;frabo;4;1;0;3737;4;Durch ihr Verhalten sind die Juden an ihren Verfolgungen mitschuldig.;0;0;0;0;5467,79361351542;0;6579,5
38;2;frabo;12;frabo;5;5;0;4305;5;Ich habe das Bedürfnis, mich persönlich - und wenn es auch nur im Kleinen ist - für eine Entschädigung der Juden einzusetzen.;0;0;0;0;4843,26803924788;0;6124,6
38;2;frabo;12;frabo;6;1;0;4907;6;Juden haben zu viel Kontrolle und Einfluss an der Wall Street.;0;0;0;0;4360,37703262764;0;5921,66666666667
38;2;frabo;12;frabo;7;2;0;10374;7;Man kann für gewöhnlich am Aussehen erkennen, ob jemand Jude ist.;0;0;0;0;4321,5702282961;0;6557,71428571429
38;2;frabo;12;frabo;8;6;0;6928;8;So etwas wie Schuld für die Dinge, die Deutsche den Juden angetan haben, habe ich auch schon einmal empfunden.;0;0;0;0;4003,13784067306;0;6604
38;2;frabo;12;frabo;9;1;0;2782;9;Die Juden besitzen wieder zu viel Macht und Einfluss in der Welt.;0;0;0;0;3955,38234561464;0;6179,33333333333
38;2;frabo;12;frabo;10;3;0;9733;10;Heute sollte man nicht mehr soviel über den Holocaust reden, sondern einen Schlussstrich unter die Vergangenheit ziehen.;0;0;0;0;3894,81261994007;0;6534,7
38;2;frabo;12;frabo;11;1;0;3929;11;Es reizt mich nicht besonders, Juden einmal persönlich kennen zu lernen.;0;0;0;0;3777,54573283188;0;6297,81818181818
38;2;frabo;12;frabo;12;1;0;2523;12;Die Deutschen mussten während des 2. Weltkriegs auch mehr als genug leiden.;0;0;0;0;3762,98155782691;0;5983,25
38;2;frabo;12;frabo;13;1;0;5019;13;Dass die Juden ebenso ein Volk von Tätern sind wie andere, halte ich für unbestreitbar.;0;0;0;0;3612,6927736694;0;5909,07692307692
38;2;frabo;12;frabo;14;6;0;5329;14;Sollte sich eine Möglichkeit ergeben, einmal in direkten Kontakt mit Vertretern des Judentums zu treten, werde ich sie wahrnehmen.;0;0;0;0;3474,42350740252;0;5867,64285714286
38;2;frabo;12;frabo;15;3;0;4024;15;Ich fühle mich schuldig für die negativen Dinge, die meine deutschen Vorfahren den Juden angetan haben.;0;0;0;0;3381,70984787845;0;5744,73333333333
38;2;frabo;12;frabo;16;2;0;4918;16;Die deutschen Juden fühlen sich stärker mit Israel als mit Deutschland verbunden.;0;0;0;0;3273,57328656317;0;5693,0625
38;2;frabo;12;frabo;17;1;0;5182;17;Bei der Politik, die Israel macht, kann ich gut verstehen, dass man etwas gegen Juden hat.;0;0;0;0;3172,04638206947;0;5663
38;2;frabo;12;frabo;18;6;0;3172;18;Ich kann mich leicht schuldig fühlen für die negativen Folgen, die durch Deutsche veranlasst wurden.;0;0;0;0;3132,84691312004;0;5524,61111111111
38;2;frabo;12;frabo;19;1;0;7887;19;Ich kann es mir nicht gut vorstellen, jüdische Freunde zu haben.;0;0;0;0;3092,44201371459;0;5648,94736842105
38;2;frabo;12;frabo;20;3;0;4957;20;Ich ärgere mich darüber, dass den Deutschen auch heute noch die Verbrechen an Juden vorgehalten werden.;0;0;0;0;3013,93612678102;0;5614,35
38;2;frabo;12;frabo;21;2;0;3698;21;Wir sollten uns lieber gegenwärtigen Problemen widmen als Ereignissen, die mehr als 60 Jahre vergangen sind.;0;0;0;0;2967,23718136522;0;5523,09523809524
38;2;frabo;12;frabo;22;2;0;4379;22;Die Juden sollten aufhören, sich ständig darüber zu beschweren, was ihnen in Nazi-Deutschland widerfahren ist.;0;0;0;0;2905,98221914874;0;5471,09090909091
38;2;frabo;12;frabo;23;6;0;3723;23;Ich bedauere die verletzenden Taten der Deutschen gegenüber den Juden.;0;0;0;0;2862,4714831933;0;5395,08695652174
38;2;frabo;12;frabo;24;7;0;3386;24;Juden haben viel zum deutschen kulturellen Leben beigetragen.;0;0;0;0;2829,43066653684;0;5311,375
38;2;frabo;12;frabo;25;7;0;3867;25;Sollte die von mir präferierte Partei einen Kandidaten nominieren, der Jude ist, wäre ich damit einverstanden, dass ein Jude deutscher Kanzler wird.;0;0;0;0;2784,88002434575;0;5253,6
38;2;frabo;12;frabo;26;7;0;2759;26;Ich bedauere die Verbrechen am jüdischen Volk durch Deutsche zutiefst.;0;0;0;0;2772,12585489631;0;5157,65384615385
38;2;frabo;12;frabo;27;4;0;9556;27;Die Juden hierzulande interessieren sich mehr für deutsche als für israelische Angelegenheiten.;0;0;0;0;2847,03620972533;0;5320,55555555556
38;2;frabo;12;frabo;28;1;0;6139;28;Es macht mich wütend, dass die Vertreibung der Deutschen und Bombardierung deutscher Städte immer als kleineres Verbrechen angesehen wird.;0;0;0;0;2798,0940782789;0;5349,78571428571
38;2;frabo;12;frabo;29;6;0;3832;29;Ich würde gerne meinen Teil dazu beitragen, die gesellschaftliche Isolierung von Juden zu durchbrechen.;0;0;0;0;2762,09133481714;0;5297,44827586207
38;2;frabo;12;frabo;30;4;0;3533;30;Juden sind warme und freundliche Menschen.;0;0;0;0;2733,10270172215;0;5238,63333333333
38;2;frabo;12;frabo;31;2;0;4072;31;Ich bin es leid, immer wieder von den deutschen Verbrechen an den Juden zu hören.;0;0;0;0;2695,32181133657;0;5201
38;2;frabo;12;frabo;32;3;0;8815;32;Ich sehe keine Notwendigkeit, den Schaden auszugleichen, der dem jüdischen Volk zugefügt wurde.;0;0;0;0;2727,37395779258;0;5313,9375
38;2;frabo;12;frabo;33;7;0;4703;33;Bei der Auseinandersetzung mit der Verfolgung der Juden überkommt mich ein intensives Gefühl des Bedauerns.;0;0;0;0;2686,52635886826;0;5295,42424242424
38;2;frabo;12;frabo;34;1;0;5193;34;Was der Staat Israel heute mit den Palästinensern macht, ist im Prinzip auch nichts anderes als das, was die Nazis im Dritten Reich mit den Juden gemacht haben.;0;0;0;0;2645,56659587143;0;5292,41176470588
38;2;frabo;12;frabo;35;1;0;2469;35;Juden sorgen mit ihren Ideen immer für Unfrieden.;0;0;0;0;2649,70386073233;0;5211,74285714286
38;2;frabo;12;frabo;36;1;0;3959;36;Wenn ich an den Völkermord an den Juden denke, so überkommt mich keinerlei Gefühl von Schuld.;0;0;0;0;2619,90953981724;0;5176,94444444444
38;2;frabo;12;frabo;37;1;0;5965;37;Viele Juden versuchen, aus der Vergangenheit des Dritten Reiches heute ihren Vorteil zu ziehen.;0;0;0;0;2586,51232792781;0;5198,24324324324
38;2;frabo;12;frabo;38;1;0;3179;38;Ich empfinde kein großes Bedauern, wenn ich an die Diskriminierung und Verfolgung der Juden durch Deutsche denke.;0;0;0;0;2572,26213188055;0;5145,1052631579
38;2;frabo;12;frabo;39;1;0;2860;39;Juden haben zu viel Einfluss auf die öffentliche Meinung in diesem Land.;0;0;0;0;2564,43036530835;0;5086,51282051282
38;2;frabo;12;frabo;40;3;0;7409;40;Ich denke nicht, dass ich dafür verantwortlich bin, für den durch Deutsche an Juden angerichteten Schaden Wiedergutmachung zu leisten.;0;0;0;0;2557,83670503326;0;5144,575
38;2;frabo;12;frabo;41;5;0;6324;41;Juden werden in Deutschland als unantastbare Moralinstitution gesehen.;0;0;0;0;2532,36910431473;0;5173,34146341463
38;2;frabo;12;frabo;42;3;0;8081;42;Durch die israelische Politik werden mir die Juden immer unsympathischer.;0;0;0;0;2541,21591928589;0;5242,57142857143
38;2;frabo;12;frabo;43;3;0;4327;43;Ich möchte das jüdische Volk für das Leid, das ihnen durch Deutsche widerfahren ist, entschädigen.;0;0;0;0;2514,66029444461;0;5221,27906976744
38;2;frabo;12;frabo;44;2;0;10409;44;Israel führt einen Vernichtungskrieg gegen die Palästinenser.;0;0;0;0;2605,39909251724;0;5339,18181818182
38;2;frabo;12;frabo;45;2;0;3532;45;Die Juden nutzen die Erinnerung an den Holocaust heute für ihren eigenen Vorteil aus.;0;0;0;0;2589,67276354026;0;5299,02222222222
38;2;frabo;12;frabo;46;3;0;8668;46;Ich glaube, dass ich den Schaden, der den Juden durch die Deutschen zugefügt wurde, wieder reparieren sollte.;0;0;0;0;2608,46950813676;0;5372,26086956522
38;2;frabo;12;frabo;47;2;0;4445;47;Manchmal habe ich das Gefühl, dass die Juden unser schlechtes Gewissen ausnutzen.;0;0;0;0;2583,50373693206;0;5352,53191489362
38;2;frabo;12;frabo;48;2;0;7389;48;Oft wird zu viel auf jüdisches Leid im 2. Weltkrieg geschaut und vergessen, dass es auch andere Opfer gab.;0;0;0;0;2572,71862961404;0;5394,95833333333
38;2;frabo;12;frabo;49;2;0;3954;49;Ich habe selber persönlichen Kontakt mit jüdischen Menschen.;0;0;0;0;2554,08741090649;0;5365,55102040816
38;2;mc2;13;mc2;1;2;1;14734;1;Bitte erinnern Sie sich kurz an den einleitenden Text. Wurde dort auf heute noch anhaltende Folgen für die Opfer hingewiesen?;0;0;0;0;0;100;14734
39;1;intro;1;intro;1;57;0;1246793;1;humfak_leiste.jpg;1; ;1; ;0;0;1246793
39;1;intro;1;baseline;2;0;0;119700;1;Bitte warten Sie einen Moment.  Nach 2 Minuten geht es automatisch weiter.;0;0;0;0;796975,103327889;0;683246,5
39;1;code;2;sex;3;2;0;2184;1;Bitte geben Sie Ihr Geschlecht an;0;0;0;0;15777,0038030039;33;12736
39;1;prime_instr;3;pre_prime;1;25;0;13034;1;Bitte melden Sie sich jetzt bei der Versuchsleiterin. Diese wird dann diesen Untersuchungsabschnitt starten.;0;0;0;0;0;0;13034
39;1;prime_instr;3;pre_prime_interval;2;0;0;9700;1;Bitte warten Sie einen Moment. Es geht gleich weiter...;0;0;0;0;2357,49400847595;0;11367
39;1;primefolgen;4;gedanken_instr;1;28;0;199315;1;Bitte formulieren Sie in Stichworten kurz Gedanken, die Ihnen beim Lesen des Textes gekommen sind.   Verwenden Sie dazu den bereitgelegten Zettel und Stift.  Wenn Sie damit fertig sind, falten Sie den Zettel und werfen Sie ihn in die bereitstehende Box. Drücken Sie dann eine beliebige Taste, um fortzufahren.;0;0;0;0;0;0;199315
39;1;ipanat1;5;ipanat1;1;3;0;12877;1;Freude;0;0;0;0;0;0;12877
39;1;ipanat1;5;ipanat1;2;4;0;7908;2;Ärger;0;0;0;0;3513,61359571595;0;10392,5
39;1;ipanat1;5;ipanat1;3;2;0;8741;3;Angst;0;0;0;0;2661,1822560659;0;9842
39;1;ipanat1;5;ipanat1;4;5;0;4822;4;Scham;0;0;0;0;3319,84347020559;0;8587
39;1;ipanat1;5;ipanat1;5;3;0;5769;5;Gute Laune;0;0;0;0;3139,14722496413;0;8023,4
39;1;ipanat1;5;ipanat1;6;2;0;11032;6;Gereiztheit;0;0;0;0;3064,63840716432;0;8524,83333333333
39;1;ipanat1;5;ipanat1;7;4;0;2642;7;Furcht;0;0;0;0;3573,60251740187;0;7684,42857142857
39;1;ipanat1;5;ipanat1;8;5;0;2928;8;Bedauern;0;0;0;0;3711,36230042285;0;7089,875
39;1;ipanat1;5;ipanat1;9;4;0;2599;9;Begeisterung;0;0;0;0;3780,65048782761;0;6590,88888888889
39;1;ipanat1;5;ipanat1;10;3;0;4026;10;Wut;0;0;0;0;3655,54881728524;0;6334,4
39;1;ipanat1;5;ipanat1;11;3;0;4685;11;Schrecken;0;0;0;0;3503,43452525194;0;6184,45454545455
39;1;ipanat1;5;ipanat1;12;4;0;3366;12;Schuldgefühl;0;0;0;0;3438,05239418359;0;5949,58333333333
39;1;ipanat2;6;ipanat2;1;5;0;12757;1;Freude;0;0;0;0;0;0;12757
39;1;ipanat2;6;ipanat2;2;3;0;2464;2;Ärger;0;0;0;0;7278,25009875313;0;7610,5
39;1;ipanat2;6;ipanat2;3;2;0;2323;3;Angst;0;0;0;0;5983,78483904627;0;5848
39;1;ipanat2;6;ipanat2;4;3;0;3712;4;Scham;0;0;0;0;5001,1076773051;0;5314
39;1;ipanat2;6;ipanat2;5;5;0;2984;5;Gute Laune;0;0;0;0;4454,67041429554;0;4848
39;1;ipanat2;6;ipanat2;6;2;0;2186;6;Gereiztheit;0;0;0;0;4129,9287483765;0;4404,33333333333
39;1;ipanat2;6;ipanat2;7;2;0;2995;7;Furcht;0;0;0;0;3807,53708670929;0;4203
39;1;ipanat2;6;ipanat2;8;3;0;1400;8;Bedauern;0;0;0;0;3661,7470435182;0;3852,625
39;1;ipanat2;6;ipanat2;9;5;0;1999;9;Begeisterung;0;0;0;0;3480,53329247114;0;3646,66666666667
39;1;ipanat2;6;ipanat2;10;3;0;1729;10;Wut;0;0;0;0;3337,0412194038;0;3454,9
39;1;ipanat2;6;ipanat2;11;2;0;2259;11;Schrecken;0;0;0;0;3186,2636054847;0;3346,18181818182
39;1;ipanat2;6;ipanat2;12;2;0;2743;12;Schuldgefühl;0;0;0;0;3042,96904827964;0;3295,91666666667
39;1;ipanat3;7;ipanat3;1;4;0;5838;1;Freude;0;0;0;0;0;0;5838
39;1;ipanat3;7;ipanat3;2;4;0;2345;2;Ärger;0;0;0;0;2469,92398668461;0;4091,5
39;1;ipanat3;7;ipanat3;3;5;0;3085;3;Angst;0;0;0;0;1840,63657466649;0;3756
39;1;ipanat3;7;ipanat3;4;5;0;4772;4;Scham;0;0;0;0;1586,40873253606;0;4010
39;1;ipanat3;7;ipanat3;5;2;0;3060;5;Gute Laune;0;0;0;0;1438,06102095843;0;3820
39;1;ipanat3;7;ipanat3;6;4;0;6665;6;Gereiztheit;0;0;0;0;1733,03772799863;0;4294,16666666667
39;1;ipanat3;7;ipanat3;7;5;0;2101;7;Furcht;0;0;0;0;1786,05425716125;0;3980,85714285714
39;1;ipanat3;7;ipanat3;8;5;0;3230;8;Bedauern;0;0;0;0;1674,73887090325;0;3887
39;1;ipanat3;7;ipanat3;9;2;0;2012;9;Begeisterung;0;0;0;0;1686,64800714316;0;3678,66666666667
39;1;ipanat3;7;ipanat3;10;4;0;2528;10;Wut;0;0;0;0;1631,28723542007;0;3563,6
39;1;ipanat3;7;ipanat3;11;4;0;2299;11;Schrecken;0;0;0;0;1593,85421370508;0;3448,63636363636
39;1;ipanat3;7;ipanat3;12;4;0;4096;12;Schuldgefühl;0;0;0;0;1531,12759745782;0;3502,58333333333
39;1;ipanat4;8;ipanat4;1;6;0;3020;1;Freude;0;0;0;0;0;0;3020
39;1;ipanat4;8;ipanat4;2;3;0;4961;2;Ärger;0;0;0;0;1372,49426228309;0;3990,5
39;1;ipanat4;8;ipanat4;3;2;0;3469;3;Angst;0;0;0;0;1016,13204522509;0;3816,66666666667
39;1;ipanat4;8;ipanat4;4;2;0;7071;4;Scham;0;0;0;0;1826,47773505911;0;4630,25
39;1;ipanat4;8;ipanat4;5;5;0;6329;5;Gute Laune;0;0;0;0;1754,75525358951;0;4970
39;1;ipanat4;8;ipanat4;6;2;0;2757;6;Gereiztheit;0;0;0;0;1810,95581576875;0;4601,16666666667
39;1;ipanat4;8;ipanat4;7;2;0;1406;7;Furcht;0;0;0;0;2047,29306762904;0;4144,71428571429
39;1;ipanat4;8;ipanat4;8;2;0;2107;8;Bedauern;0;0;0;0;2027,72560837435;0;3890
39;1;ipanat4;8;ipanat4;9;5;0;8479;9;Begeisterung;0;0;0;0;2436,71753822865;0;4399,88888888889
39;1;ipanat4;8;ipanat4;10;3;0;1489;10;Wut;0;0;0;0;2474,91157193321;0;4108,8
39;1;ipanat4;8;ipanat4;11;3;0;1714;11;Schrecken;0;0;0;0;2456,42795353519;0;3891,09090909091
39;1;ipanat4;8;ipanat4;12;3;0;1613;12;Schuldgefühl;0;0;0;0;2432,68662275794;0;3701,25
39;1;ipanat5;9;ipanat5;1;2;0;2596;1;Freude;0;0;0;0;0;0;2596
39;1;ipanat5;9;ipanat5;2;4;0;1536;2;Ärger;0;0;0;0;749,53318805774;0;2066
39;1;ipanat5;9;ipanat5;3;5;0;2476;3;Angst;0;0;0;0;580,45958802774;0;2202,66666666667
39;1;ipanat5;9;ipanat5;4;3;0;3632;4;Scham;0;0;0;0;857,537559915988;0;2560
39;1;ipanat5;9;ipanat5;5;1;0;4336;5;Gute Laune;0;0;0;0;1087,36525602026;0;2915,2
39;1;ipanat5;9;ipanat5;6;3;0;4071;6;Gereiztheit;0;0;0;0;1080,98851366084;0;3107,83333333333
39;1;ipanat5;9;ipanat5;7;6;0;1890;7;Furcht;0;0;0;0;1088,8774691659;0;2933,85714285714
39;1;ipanat5;9;ipanat5;8;2;0;4437;8;Bedauern;0;0;0;0;1139,60729451609;0;3121,75
39;1;ipanat5;9;ipanat5;9;1;0;2169;9;Begeisterung;0;0;0;0;1112,30654997222;0;3015,88888888889
39;1;ipanat5;9;ipanat5;10;7;0;6139;10;Wut;0;0;0;0;1440,53414476097;0;3328,2
39;1;ipanat5;9;ipanat5;11;6;0;1954;11;Schrecken;0;0;0;0;1428,04055200888;0;3203,27272727273
39;1;ipanat5;9;ipanat5;12;4;0;3452;12;Schuldgefühl;0;0;0;0;1363,47510561666;0;3224
39;1;ipanat6;10;ipanat6;1;2;0;3337;1;Freude;0;0;0;0;0;0;3337
39;1;ipanat6;10;ipanat6;2;5;0;3544;2;Ärger;0;0;0;0;146,371103705615;0;3440,5
39;1;ipanat6;10;ipanat6;3;5;0;3013;3;Angst;0;0;0;0;267,639683156291;0;3298
39;1;ipanat6;10;ipanat6;4;5;0;4650;4;Scham;0;0;0;0;710,443523441519;0;3636
39;1;ipanat6;10;ipanat6;5;1;0;5536;5;Gute Laune;0;0;0;0;1049,06982608404;0;4016
39;1;ipanat6;10;ipanat6;6;3;0;4444;6;Gereiztheit;0;0;0;0;954,446785665218;0;4087,33333333333
39;1;ipanat6;10;ipanat6;7;5;0;1721;7;Furcht;0;0;0;0;1248,62880983978;0;3749,28571428571
39;1;ipanat6;10;ipanat6;8;3;0;5871;8;Bedauern;0;0;0;0;1378,06313353199;0;4014,5
39;1;ipanat6;10;ipanat6;9;1;0;4209;9;Begeisterung;0;0;0;0;1290,6893937393;0;4036,11111111111
39;1;ipanat6;10;ipanat6;10;5;0;3487;10;Wut;0;0;0;0;1229,20044473362;0;3981,2
39;1;ipanat6;10;ipanat6;11;6;0;1434;11;Schrecken;0;0;0;0;1396,30915435854;0;3749,63636363636
39;1;ipanat6;10;ipanat6;12;5;0;5031;12;Schuldgefühl;0;0;0;0;1381,75977772308;0;3856,41666666667
39;1;gefühlsfb;11;gefühlsfb;1;5;0;8480;1;...freudig;0;0;0;0;0;0;8480
39;1;gefühlsfb;11;gefühlsfb;2;1;0;1966;2;...verärgert;0;0;0;0;4606,09357264917;0;5223
39;1;gefühlsfb;11;gefühlsfb;3;1;0;1564;3;...verängstigt;0;0;0;0;3882,11402889371;0;4003,33333333333
39;1;gefühlsfb;11;gefühlsfb;4;1;0;1485;4;...beschämt;0;0;0;0;3410,67543408438;0;3373,75
39;1;gefühlsfb;11;gefühlsfb;5;5;0;3511;5;...gut gelaunt;0;0;0;0;2954,36925586495;0;3401,2
39;1;gefühlsfb;11;gefühlsfb;6;1;0;1752;6;...gereizt;0;0;0;0;2726,89351949552;0;3126,33333333333
39;1;gefühlsfb;11;gefühlsfb;7;1;0;2994;7;...furchtsam;0;0;0;0;2489,80426654673;0;3107,42857142857
39;1;gefühlsfb;11;gefühlsfb;8;1;0;2848;8;...voller Bedauern;0;0;0;0;2306,93494861534;0;3075
39;1;gefühlsfb;11;gefühlsfb;9;6;0;2421;9;...begeistert;0;0;0;0;2168,9235233175;0;3002,33333333333
39;1;gefühlsfb;11;gefühlsfb;10;1;0;1559;10;...wütend;0;0;0;0;2095,19885028181;0;2858
39;1;gefühlsfb;11;gefühlsfb;11;1;0;2473;11;...erschreckt;0;0;0;0;1991,06689993079;0;2823
39;1;gefühlsfb;11;gefühlsfb;12;1;0;2967;12;...schuldig;0;0;0;0;1898,86286545874;0;2835
39;1;frabo;12;frabo;1;5;0;5613;1;Das Verhältnis von Deutschen und Juden ist nach wie vor von der Vergangenheit geprägt.;0;0;0;0;0;0;5613
39;1;frabo;12;frabo;2;6;0;7187;2;Reparationsforderungen an Deutschland nützen oft gar nicht mehr den Opfern, sondern einer Holocaust-Industrie von findigen Anwälten.;0;0;0;0;1112,98607358763;0;6400
39;1;frabo;12;frabo;3;2;0;4601;3;Ich bedauere die Dinge, die die Deutschen den Juden in der Vergangenheit angetan haben.;0;0;0;0;1303,13826332179;0;5800,33333333333
39;1;frabo;12;frabo;4;1;0;39959;4;Durch ihr Verhalten sind die Juden an ihren Verfolgungen mitschuldig.;0;0;0;0;17112,4440101348;0;14340
39;1;frabo;12;frabo;5;3;0;8123;5;Ich habe das Bedürfnis, mich persönlich - und wenn es auch nur im Kleinen ist - für eine Entschädigung der Juden einzusetzen.;0;0;0;0;15078,3627360533;0;13096,6
